item_uid,category,recent,k,key_letter,stem,options,prompt
112_2023-AM-95,Priority,Y,4,D,A さんはステロイドパルス療法の後、副腎皮質ステロイド薬の内服治療が開始 された。入院 週ころから満月様顔貌がみられたため、外見の変化に気持ちが落ち 込むようになった。 A さんへの対応で適切なのはどれか。,気にする必要はないと励ます。 | パートナーの面会を制限する。 | 外見よりも病気の治療を優先すると説明する。 | 薬の量が減れば満月様顔貌は軽減すると説明する。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

A さんはステロイドパルス療法の後、副腎皮質ステロイド薬の内服治療が開始 された。入院 週ころから満月様顔貌がみられたため、外見の変化に気持ちが落ち 込むようになった。 A さんへの対応で適切なのはどれか。
1. 気にする必要はないと励ます。
2. パートナーの面会を制限する。
3. 外見よりも病気の治療を優先すると説明する。
4. 薬の量が減れば満月様顔貌は軽減すると説明する。

答え："
112_2023-PM-45,Priority,Y,4,A,A さん 58 歳!は筋萎縮性側索硬化症 èALSêで在宅療養をしている。嚥下機能の amyotrophic lateral sclerosis 低下が進行したため入院し、胃瘻の造設が検討されているが、経口摂取の継続を希 望している。 看護師が連携する職種で優先度が高いのはどれか。,言語聴覚士 | 作業療法士 | 理学療法士 | 介護支援専門員,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

A さん 58 歳!は筋萎縮性側索硬化症 èALSêで在宅療養をしている。嚥下機能の amyotrophic lateral sclerosis 低下が進行したため入院し、胃瘻の造設が検討されているが、経口摂取の継続を希 望している。 看護師が連携する職種で優先度が高いのはどれか。
1. 言語聴覚士
2. 作業療法士
3. 理学療法士
4. 介護支援専門員

答え："
112_2023-PM-84,Priority,Y,5,C,A さん 25 歳、女性!は統合失調症 と診断され、入院 か月が経過した。食事や schizophrenia 水分の摂取、トイレ歩行は 人でできる。歯磨き、入浴への関心はあまりない。幻 聴が聞こえると突然走り出し、壁に頭をぶつけている。日中はホールで過ごし、自 分から他の患者と交流はしない。 A さんのセルフケアのアセスメントで優先度が高いのはどれか。,排 泄 | 個人衛生 | 安全を保つ能力 | 活動と休息のバランス | 孤独と付き合いのバランス,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

A さん 25 歳、女性!は統合失調症 と診断され、入院 か月が経過した。食事や schizophrenia 水分の摂取、トイレ歩行は 人でできる。歯磨き、入浴への関心はあまりない。幻 聴が聞こえると突然走り出し、壁に頭をぶつけている。日中はホールで過ごし、自 分から他の患者と交流はしない。 A さんのセルフケアのアセスメントで優先度が高いのはどれか。
1. 排 泄
2. 個人衛生
3. 安全を保つ能力
4. 活動と休息のバランス
5. 孤独と付き合いのバランス

答え："
111_2022-AM-75,Priority,Y,4,D,災害発生時に行うSTART 法によるトリアージで最初に判定を行う項目はどれ か。,意 識 | 呼 吸 | 循 環 | 歩 行,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

災害発生時に行うSTART 法によるトリアージで最初に判定を行う項目はどれ か。
1. 意 識
2. 呼 吸
3. 循 環
4. 歩 行

答え："
111_2022-AM-92,Priority,Y,4,B,A さんの手術は予定通り終了した。 術後 日、会陰部から挿入されたドレーンからは、淡血性の排液が10 mL/時で 流出していた。バイタルサインが安定していることを確認した後、Fowlerファウ ラー位にして15 分が経過したところで、A さんからナースコールがあった。看 護師が訪室すると「おしりが濡れているような気がする」と言う。確認すると、会陰 部のガーゼに淡血性の浸出液を認めた。 A さんへの対応で最も優先度が高いのはどれか。,Fowlerファウラー位から仰臥位にする。 | ドレーンの屈曲を確認する。 | 排液バッグを交換する。 | 会陰部を消毒する。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

A さんの手術は予定通り終了した。 術後 日、会陰部から挿入されたドレーンからは、淡血性の排液が10 mL/時で 流出していた。バイタルサインが安定していることを確認した後、Fowlerファウ ラー位にして15 分が経過したところで、A さんからナースコールがあった。看 護師が訪室すると「おしりが濡れているような気がする」と言う。確認すると、会陰 部のガーゼに淡血性の浸出液を認めた。 A さんへの対応で最も優先度が高いのはどれか。
1. Fowlerファウラー位から仰臥位にする。
2. ドレーンの屈曲を確認する。
3. 排液バッグを交換する。
4. 会陰部を消毒する。

答え："
111_2022-AM-118,Priority,Y,4,A,入院当日に看護師が行う情報収集で最も優先するのはどれか。,症状が日常生活に与える影響 | アルバイト先の人間関係 | 医療用語の理解力 | 精神疾患の家族歴,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

入院当日に看護師が行う情報収集で最も優先するのはどれか。
1. 症状が日常生活に与える影響
2. アルバイト先の人間関係
3. 医療用語の理解力
4. 精神疾患の家族歴

答え："
111_2022-PM-48,Priority,Y,4,A,下μの介達牽引を受けている患者が足背のしびれを訴えている。 看護師が確認すべき項目で優先度が高いのはどれか。,下肢の肢位 | 牽引の方向 | 重錘の重さ | 弾性包帯のずれ,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

下μの介達牽引を受けている患者が足背のしびれを訴えている。 看護師が確認すべき項目で優先度が高いのはどれか。
1. 下肢の肢位
2. 牽引の方向
3. 重錘の重さ
4. 弾性包帯のずれ

答え："
111_2022-PM-70,Priority,Y,4,B,A さん 85 歳、女性!は 人暮らし。うっ血性心不全 congestive heart failureで臥床して過ごすことが多 い。訪問看護師が訪問すると、A さんは体温37.6 °C、口唇の乾燥はなく、体熱感 はあるが手足が冷えると言って羽毛布団を肩まで掛けている。室温30 °C、湿度65 %、外気温は32 °C、冷房設備はあるが使っていない。 このときの訪問看護師の対応で適切なのはどれか。,羽毛布団を取り除く。 | 冷房設備で室温を調整する。 | 頓用の解熱薬を服用してもらう。 | 直ちに経口補水液を飲むよう促す。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

A さん 85 歳、女性!は 人暮らし。うっ血性心不全 congestive heart failureで臥床して過ごすことが多 い。訪問看護師が訪問すると、A さんは体温37.6 °C、口唇の乾燥はなく、体熱感 はあるが手足が冷えると言って羽毛布団を肩まで掛けている。室温30 °C、湿度65 %、外気温は32 °C、冷房設備はあるが使っていない。 このときの訪問看護師の対応で適切なのはどれか。
1. 羽毛布団を取り除く。
2. 冷房設備で室温を調整する。
3. 頓用の解熱薬を服用してもらう。
4. 直ちに経口補水液を飲むよう促す。

答え："
111_2022-PM-97,Priority,Y,4,C,看護師からA さんに施設について説明したが、その後もA さんは「ここはどこ」 と繰り返し聞いていた。息子の妻は「私がやらなければいけないことは何ですか」と 聞いてきた。 息子の妻に対する看護師の対応で最も適切なのはどれか。,「面会に来てください」 | 「家族会に参加しましょう」 | 「まずは休息をとりましょう」 | 「認知症への対応を覚えましょう」,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

看護師からA さんに施設について説明したが、その後もA さんは「ここはどこ」 と繰り返し聞いていた。息子の妻は「私がやらなければいけないことは何ですか」と 聞いてきた。 息子の妻に対する看護師の対応で最も適切なのはどれか。
1. 「面会に来てください」
2. 「家族会に参加しましょう」
3. 「まずは休息をとりましょう」
4. 「認知症への対応を覚えましょう」

答え："
110_2021-AM-65,Priority,N,4,D,A さん 75 歳、男性!は妻 66 歳!と 人暮らし。 か月前に認知症 の診断を受け dementia た。妻から訪問看護師に「夫は通所介護のときは穏やかに過ごしていると聞いてい るが、家では興奮することが多く、どう対応すればよいかわからない」と相談が あった。 このときの妻に対する訪問看護師の最初の対応で適切なのはどれか。,主治医に相談するよう勧める。 | A さんと散歩に出かけることを勧める。 | 通所介護の頻度を増やすことを提案する。 | A さんが興奮する状況を妻と一緒に振り返る。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

A さん 75 歳、男性!は妻 66 歳!と 人暮らし。 か月前に認知症 の診断を受け dementia た。妻から訪問看護師に「夫は通所介護のときは穏やかに過ごしていると聞いてい るが、家では興奮することが多く、どう対応すればよいかわからない」と相談が あった。 このときの妻に対する訪問看護師の最初の対応で適切なのはどれか。
1. 主治医に相談するよう勧める。
2. A さんと散歩に出かけることを勧める。
3. 通所介護の頻度を増やすことを提案する。
4. A さんが興奮する状況を妻と一緒に振り返る。

答え："
110_2021-AM-68,Priority,N,4,D,夜勤帯に、A 看護師がスタッフステーションで抗菌薬の点滴静脈内注射を準備 しているときに、発汗した患者から寝衣交換の依頼があり、別の患者から口渇で飲 水したいという希望があった。直後に患者に装着されている人工呼吸器のアラーム が鳴った。他の看護師は別の病室で重症者のケアをしている。 A 看護師が最も優先すべきなのはどれか。,点滴静脈内注射の準備 | 発汗した患者の寝衣交換 | 飲水を希望する患者への対応 | 人工呼吸器を装着している患者の観察,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

夜勤帯に、A 看護師がスタッフステーションで抗菌薬の点滴静脈内注射を準備 しているときに、発汗した患者から寝衣交換の依頼があり、別の患者から口渇で飲 水したいという希望があった。直後に患者に装着されている人工呼吸器のアラーム が鳴った。他の看護師は別の病室で重症者のケアをしている。 A 看護師が最も優先すべきなのはどれか。
1. 点滴静脈内注射の準備
2. 発汗した患者の寝衣交換
3. 飲水を希望する患者への対応
4. 人工呼吸器を装着している患者の観察

答え："
110_2021-PM-40,Priority,N,4,C,夜勤帯に看護師が病棟のトイレ内で倒れている患者を発見した。呼びかけても反 応がない。 この看護師が最初に実施すべきなのはどれか。,脈拍を確認する。 | 胸骨圧迫を開始する。 | トイレ内のナースコールで応援を呼ぶ。 | 自動体外式除細動器zAED}を取りに行く。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

夜勤帯に看護師が病棟のトイレ内で倒れている患者を発見した。呼びかけても反 応がない。 この看護師が最初に実施すべきなのはどれか。
1. 脈拍を確認する。
2. 胸骨圧迫を開始する。
3. トイレ内のナースコールで応援を呼ぶ。
4. 自動体外式除細動器zAED}を取りに行く。

答え："
110_2021-PM-71,Priority,N,4,B,災害時のトリアージで正しいのはどれか。,トリアージタッグは衣服に装着する。 | 治療優先度の高さはトリアージ区分のI、II、IIIの順である。 | トリアージの判定は患者の到着時および到着後30 分の 回行う。 | 最優先に治療を必要とする者には、黄色のトリアージタッグを装着する。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

災害時のトリアージで正しいのはどれか。
1. トリアージタッグは衣服に装着する。
2. 治療優先度の高さはトリアージ区分のI、II、IIIの順である。
3. トリアージの判定は患者の到着時および到着後30 分の 回行う。
4. 最優先に治療を必要とする者には、黄色のトリアージタッグを装着する。

答え："
109_2020-AM-64,Priority,N,4,B,災害派遣精神医療チーム DPAT で正しいのはどれか。,厚生労働省が組織する。 | 被災地域の精神科医療機関と連携する。 | 発災 か月後に最初のチームを派遣する。 | 派遣チームの食事は被災自治体が用意する。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

災害派遣精神医療チーム DPAT で正しいのはどれか。
1. 厚生労働省が組織する。
2. 被災地域の精神科医療機関と連携する。
3. 発災 か月後に最初のチームを派遣する。
4. 派遣チームの食事は被災自治体が用意する。

答え："
109_2020-AM-112,Priority,N,4,C,看護師が入院時に聴取する情報で優先度が高いのはどれか。,業務量の変化 | 職場での人間関係 | 最近 か月の生活状況 | 無断欠勤に対する親の反応,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

看護師が入院時に聴取する情報で優先度が高いのはどれか。
1. 業務量の変化
2. 職場での人間関係
3. 最近 か月の生活状況
4. 無断欠勤に対する親の反応

答え："
109_2020-PM-63,Priority,N,4,D,順調に分娩が進行している産婦から「腟から水っぽいものが流れ、下着が濡れた」 と看護師に訴えがあった。流出したものを確認すると、量は少量で、羊水特有の臭 いを認めた。 その時の産婦への対応で優先されるのはどれか。,更衣を促す。 | 体温を測定する。 | 食事摂取を勧める。 | 胎児心拍数を確認する。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

順調に分娩が進行している産婦から「腟から水っぽいものが流れ、下着が濡れた」 と看護師に訴えがあった。流出したものを確認すると、量は少量で、羊水特有の臭 いを認めた。 その時の産婦への対応で優先されるのはどれか。
1. 更衣を促す。
2. 体温を測定する。
3. 食事摂取を勧める。
4. 胎児心拍数を確認する。

答え："
108_2019-AM-45,Priority,N,4,A,救急外来を受診した成人患者で、治療の緊急度が最も高いのはどれか。,時間ほど前から右上下肢に力が入らず、ろれつが回らない。 | 日前にペットの葬儀が終わり、食欲がなく、夜眠れない。 | プールでの日焼けによって背部全体が発赤している。 | 市販の風邪薬を通常の 倍量服用した。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

救急外来を受診した成人患者で、治療の緊急度が最も高いのはどれか。
1. 時間ほど前から右上下肢に力が入らず、ろれつが回らない。
2. 日前にペットの葬儀が終わり、食欲がなく、夜眠れない。
3. プールでの日焼けによって背部全体が発赤している。
4. 市販の風邪薬を通常の 倍量服用した。

答え："
108_2019-PM-22,Priority,N,4,C,赤色のトリアージタグが意味するのはどれか。,死亡群 | 保留群 | 最優先治療群 | 待機的治療群,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

赤色のトリアージタグが意味するのはどれか。
1. 死亡群
2. 保留群
3. 最優先治療群
4. 待機的治療群

答え："
108_2019-PM-41,Priority,N,4,A,A さん 48 歳、男性!は、仕事中に生じた胸部と右肩の違和感を主訴に来院した。 バイタルサインは安定しているが、スタンフォード分類B 型の急性大動脈解離 と acute aortic dissection 診断され、医師から手術を勧められた。 治療の選択で迷っている様子のA さんへの対応で適切なのはどれか。,「医師からの治療のリスクや合併症の説明で、不明な点はありますか」 | 「手術を受けるか受けないか、すぐに決めたほうがよいです」 | 「医師の判断に任せるのが一番よいと思います」 | 「緊急度が高いので、話はあとにしましょう」,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

A さん 48 歳、男性!は、仕事中に生じた胸部と右肩の違和感を主訴に来院した。 バイタルサインは安定しているが、スタンフォード分類B 型の急性大動脈解離 と acute aortic dissection 診断され、医師から手術を勧められた。 治療の選択で迷っている様子のA さんへの対応で適切なのはどれか。
1. 「医師からの治療のリスクや合併症の説明で、不明な点はありますか」
2. 「手術を受けるか受けないか、すぐに決めたほうがよいです」
3. 「医師の判断に任せるのが一番よいと思います」
4. 「緊急度が高いので、話はあとにしましょう」

答え："
108_2019-PM-49,Priority,N,4,C,A さん 76 歳、女性!は、ステージ の慢性腎臓病と診 断された。身長146 cm、 chronic kidney disease 体重50 kg。日常生活は自立し、毎日家事をしている。週 回、ビールをグラス 杯程度飲んでいる。 A さんへの生活指導の内容で優先されるのはどれか。,安 静 | 禁 酒 | 減 塩 | 体重の減量,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

A さん 76 歳、女性!は、ステージ の慢性腎臓病と診 断された。身長146 cm、 chronic kidney disease 体重50 kg。日常生活は自立し、毎日家事をしている。週 回、ビールをグラス 杯程度飲んでいる。 A さんへの生活指導の内容で優先されるのはどれか。
1. 安 静
2. 禁 酒
3. 減 塩
4. 体重の減量

答え："
108_2019-PM-66,Priority,N,4,D,A さん 85 歳、女性!は、 人暮らし。日常生活は自立しており、健康のために 毎日20〜30 分のウォーキングをしている。夜間は、廊下を歩いて 、 回トイレ に行く。 A さんの現時点での家屋環境の整備で最も優先されるのはどれか。,便座の高さを高くする。 | 廊下に手すりを設置する。 | トイレの扉を引き戸にする。 | 廊下に足元照明を設置する。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

A さん 85 歳、女性!は、 人暮らし。日常生活は自立しており、健康のために 毎日20〜30 分のウォーキングをしている。夜間は、廊下を歩いて 、 回トイレ に行く。 A さんの現時点での家屋環境の整備で最も優先されるのはどれか。
1. 便座の高さを高くする。
2. 廊下に手すりを設置する。
3. トイレの扉を引き戸にする。
4. 廊下に足元照明を設置する。

答え："
108_2019-PM-69,Priority,N,4,D,病院では、育児中の時短勤務、夜勤専従、非常勤など多様な労働時間や雇用形態 の看護師が働いている。 看護管理者が行うマネジメントで最も優先するのはどれか。,夜勤専従の看護師の休暇を増やす。 | 育児中の看護師の院内研修を免除する。 | 非常勤看護師は患者の受け持ちを免除する。 | 特定の看護師に仕事が集中しないよう調整する。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

病院では、育児中の時短勤務、夜勤専従、非常勤など多様な労働時間や雇用形態 の看護師が働いている。 看護管理者が行うマネジメントで最も優先するのはどれか。
1. 夜勤専従の看護師の休暇を増やす。
2. 育児中の看護師の院内研修を免除する。
3. 非常勤看護師は患者の受け持ちを免除する。
4. 特定の看護師に仕事が集中しないよう調整する。

答え："
107_2018-AM-81,Priority,N,5,E,新人看護師のA さんは、夜勤の看護師からの引き継ぎが終了した後、日勤で行 う業務を書き出した。 A さんが書き出した以下の業務のうち最も優先して行うのはどれか。,頭部の搔痒感を訴える患者の洗髪 | 夜間せん妄のあった患者との散歩 | 午後に入院する患者の診療録の準備 | 翌日に検査を受ける予定の患者への説明 | 人工呼吸器を装着中の患者の状態の確認,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

新人看護師のA さんは、夜勤の看護師からの引き継ぎが終了した後、日勤で行 う業務を書き出した。 A さんが書き出した以下の業務のうち最も優先して行うのはどれか。
1. 頭部の搔痒感を訴える患者の洗髪
2. 夜間せん妄のあった患者との散歩
3. 午後に入院する患者の診療録の準備
4. 翌日に検査を受ける予定の患者への説明
5. 人工呼吸器を装着中の患者の状態の確認

答え："
115_2026-AM-10,Knowledge,Y,4,C,令和4 年(2022 年)の国民生活基礎調査で、世帯総数における核家族世帯の割合 に最も近いのはどれか。,40 % | 50 % | 60 % | 70 %,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

令和4 年(2022 年)の国民生活基礎調査で、世帯総数における核家族世帯の割合 に最も近いのはどれか。
1. 40 %
2. 50 %
3. 60 %
4. 70 %

答え："
115_2026-AM-11,Knowledge,Y,4,A,止血機構を有するのはどれか。,血 漿 | 細胞内液 | 脳脊髄液 | リンパ液,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

止血機構を有するのはどれか。
1. 血 漿
2. 細胞内液
3. 脳脊髄液
4. リンパ液

答え："
115_2026-AM-15,Knowledge,Y,4,B,肝性脳症の原因物質はどれか。 hepatic encephalopathy,プリン体 | アンモニア | グルコース | トリグリセライド,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

肝性脳症の原因物質はどれか。 hepatic encephalopathy
1. プリン体
2. アンモニア
3. グルコース
4. トリグリセライド

答え："
115_2026-AM-18,Knowledge,Y,4,C,誤嚥のリスクがある患者の食事援助で適切なのはどれか。,きざみ食を選ぶ。 | 粘り気の強い食品を選ぶ。 | 食事中は頸部前屈位をとる。 | 食後は速やかに仰臥位をとる。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

誤嚥のリスクがある患者の食事援助で適切なのはどれか。
1. きざみ食を選ぶ。
2. 粘り気の強い食品を選ぶ。
3. 食事中は頸部前屈位をとる。
4. 食後は速やかに仰臥位をとる。

答え："
115_2026-AM-19,Knowledge,Y,4,C,医療者間のコミュニケーションのエラーを防ぐために適切なのはどれか。,薬剤の単位は省略する。 | 与薬の指示は口頭で行う。 | 伝えられた情報の内容を復唱し確認し合う。 | 伝えられた情報の不明点に関する質問は控える。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

医療者間のコミュニケーションのエラーを防ぐために適切なのはどれか。
1. 薬剤の単位は省略する。
2. 与薬の指示は口頭で行う。
3. 伝えられた情報の内容を復唱し確認し合う。
4. 伝えられた情報の不明点に関する質問は控える。

答え："
115_2026-AM-20,Knowledge,Y,4,B,接触感染予防策として使用するのはどれか。,陰圧室 | ガウン | ゴーグル | N 95 マスク,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

接触感染予防策として使用するのはどれか。
1. 陰圧室
2. ガウン
3. ゴーグル
4. N 95 マスク

答え："
115_2026-AM-24,Knowledge,Y,5,B,がん性疼痛に使用する強オピオイド鎮痛薬はどれか。,コデイン | モルヒネ | カルバマゼピン | ロキソプロフェン | アセトアミノフェン,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

がん性疼痛に使用する強オピオイド鎮痛薬はどれか。
1. コデイン
2. モルヒネ
3. カルバマゼピン
4. ロキソプロフェン
5. アセトアミノフェン

答え："
115_2026-AM-25,Knowledge,Y,5,A,対光反射に関与するのはどれか。,動眼神経 | 滑車神経 | 三叉神経 | 外転神経 | 顔面神経,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

対光反射に関与するのはどれか。
1. 動眼神経
2. 滑車神経
3. 三叉神経
4. 外転神経
5. 顔面神経

答え："
115_2026-AM-26,Knowledge,Y,4,D,骨格筋の収縮で正しいのはどれか。,アクチンがATP を消費する。 | 細胞外カルシウムイオンが必要である。 | 筋収縮の結果、グリコゲンが蓄積される。 | ミオシンフィラメントの長さは変化しない。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

骨格筋の収縮で正しいのはどれか。
1. アクチンがATP を消費する。
2. 細胞外カルシウムイオンが必要である。
3. 筋収縮の結果、グリコゲンが蓄積される。
4. ミオシンフィラメントの長さは変化しない。

答え："
115_2026-AM-28,Knowledge,Y,4,D,膀胱壁の蓄尿反射を引き起こす刺激はどれか。,圧 迫 | 痛 み | 温 度 | 伸 展,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

膀胱壁の蓄尿反射を引き起こす刺激はどれか。
1. 圧 迫
2. 痛 み
3. 温 度
4. 伸 展

答え："
115_2026-AM-29,Knowledge,Y,4,A,肺血栓塞栓症の確定診断に用いるのはどれか。 pulmonary thromboembolism,D ダイマー | ヘモグロビン | プロトロンビン時間〈PT〉 | 活性化部分トロンボプラスチン時間〈APTT〉,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

肺血栓塞栓症の確定診断に用いるのはどれか。 pulmonary thromboembolism
1. D ダイマー
2. ヘモグロビン
3. プロトロンビン時間〈PT〉
4. 活性化部分トロンボプラスチン時間〈APTT〉

答え："
115_2026-AM-36,Knowledge,Y,4,A,腹部の打診で観察するのはどれか。,鼓 音 | 反跳痛 | 筋性防御 | 腫瘤の硬さ,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

腹部の打診で観察するのはどれか。
1. 鼓 音
2. 反跳痛
3. 筋性防御
4. 腫瘤の硬さ

答え："
115_2026-AM-37,Knowledge,Y,4,B,尿比重が低くなるのはどれか。,糖尿病 diabetes mellitus | 尿崩症 diabetes insipidus | 水欠乏性脱水 | ネフローゼ症候群 nephrotic syndrome,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

尿比重が低くなるのはどれか。
1. 糖尿病 diabetes mellitus
2. 尿崩症 diabetes insipidus
3. 水欠乏性脱水
4. ネフローゼ症候群 nephrotic syndrome

答え："
115_2026-AM-38,Knowledge,Y,4,D,睡眠の特徴で正しいのはどれか。,新生児の睡眠は単相性である。 | 乳児の1 日の総睡眠量は7 時間前後である。 | 成人期では一晩で睡眠周期を10 回程度繰り返す。 | 老年期では早朝覚醒が起こりやすい。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

睡眠の特徴で正しいのはどれか。
1. 新生児の睡眠は単相性である。
2. 乳児の1 日の総睡眠量は7 時間前後である。
3. 成人期では一晩で睡眠周期を10 回程度繰り返す。
4. 老年期では早朝覚醒が起こりやすい。

答え："
115_2026-AM-40,Knowledge,Y,4,D,右腕に点滴静脈内注射をしている成人患者の寝衣(パジャマ)の交換について正し いのはどれか。,寝衣(パジャマ)は右袖から脱がせる。 | 右袖を脱ぐ際に、点滴ボトルはベッド上に置く。 | 清潔な寝衣(パジャマ)は左袖から着せる。 | 清潔な寝衣(パジャマ)の右袖には、先に点滴ボトルを通してから腕を通す。,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

右腕に点滴静脈内注射をしている成人患者の寝衣(パジャマ)の交換について正し いのはどれか。
1. 寝衣(パジャマ)は右袖から脱がせる。
2. 右袖を脱ぐ際に、点滴ボトルはベッド上に置く。
3. 清潔な寝衣(パジャマ)は左袖から着せる。
4. 清潔な寝衣(パジャマ)の右袖には、先に点滴ボトルを通してから腕を通す。

答え："
115_2026-AM-41,Knowledge,Y,4,D,頭部の切創からの出血で選択する止血法はどれか。,止血帯法 | タンポン法 | 間接圧迫止血法 | 直接圧迫止血法,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

頭部の切創からの出血で選択する止血法はどれか。
1. 止血帯法
2. タンポン法
3. 間接圧迫止血法
4. 直接圧迫止血法

答え："
115_2026-AM-44,Knowledge,Y,4,A,訪問看護師が利用者の手段的日常生活動作〈IADL〉を確認するための質問で正し いのはどれか。,「自分で洗濯ができますか」 | 「着替えは1 人でできますか」 | 「ご飯は自分で食べられますか」 | 「1 人でお風呂に入ることができますか」,"次の問題に対して、最も適切な選択肢を1つだけ選び、その番号だけを半角数字で答えてください。番号以外の文字は一切出力しないでください。

訪問看護師が利用者の手段的日常生活動作〈IADL〉を確認するための質問で正し いのはどれか。
1. 「自分で洗濯ができますか」
2. 「着替えは1 人でできますか」
3. 「ご飯は自分で食べられますか」
4. 「1 人でお風呂に入ることができますか」

答え："
